kitchen_features,floor_covering,Dishwasher,Garbage Disposal,Refigerator,Microwave,Oven,Gas Range,Electric Range,Double Sink,Island,Pantry,Wood,Stone,Carpet,Ceramic,Tile
"Dishwasher, Garbage Disposal, Refrigerator, Microwave","Carpet, Ceramic Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Convection Microwave","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Other",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Black, Countertops: Granite, Microwave: built in, Oven: double  ovens","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Black, Countertops: Granite, Microwave: -, Oven: -","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile, Concrete, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Other",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Oven","Carpet, Concrete, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: slate",Mexican Tile,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Missing: Wine Fridge, Microwave: Microwave, Oven: Oven","Ceramic Tile, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: marble/quartz, Microwave: drawer, Oven: in range",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: stained concrete, Microwave: built in, Oven: wall","Carpet, Concrete, Other: Brick",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: Stainless",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Pantry: Walk-In, Water Purifier, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Gas","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Butler, Refrigerator, Water Purifier, Microwave, Oven","Carpet, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In",Other: Porcelain Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Black","Ceramic Tile, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Quartz, Microwave: GE Profile, Oven: GE Profile","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile, Concrete, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile, Wood",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Microwave, Oven",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Concrete, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
