,Value,Input
36553,0,it and instantly spins and fires he uses both
36554,0,disruptors to fire down both ends of the corridor
36555,0,like a western sheriff keeping the remans at bay
36556,0,as data uses both hands to punch numbers into the
36557,0,shuttlebay door security panel at an amazing rate
36558,0,picard
36559,0,alacrity would be appreciated
36560,0,commander
36561,0,data
36562,0,they are trying to override
36563,0,the access codes reman is
36564,0,really a most complex language
36565,0,with pictographs representing
36566,0,certain verb roots and
36567,0,picard
36568,0,while i find that fascinating
36569,0,data we really need that
36570,0,goddamned door open
36571,0,the shuttlebay door slides open
36572,0,picard lays down a blistering barrage of cover fire
36573,0,as he and data duck into the shuttlebay
36574,0,int scimitar shuttlebay following
36575,0,when the door closes behind them picard turns and
36576,0,fires a disruptor blast sealing the door
36577,0,mechanism
36578,0,they turn to face
36579,0,a fleet of very small shuttles they are uniquely
36580,0,designed extremely compact and streamlined a
36581,0,disruptor turret on each
36582,0,they move toward one as
36583,0,data
36584,0,according to the ships
36585,0,manifest they are scorpion
36586,0,class attack fliers
36587,0,they quickly climb a scorpion
36588,0,int scorpion cockpit shuttlebay following
36589,0,the cockpit of the scorpion is cramped picard
36590,0,climbs into the pilots position data assumes the
36591,0,gunners position
36592,0,they see disruptor fire trying to burn through the
36593,0,door to the shuttlebay picard powers up the
36594,0,scorpion as
36595,0,picard is trying to figure out the controls
36596,0,picard
36597,0,what do you imagine this is
36598,0,data
36599,0,port thrusters sir would you
36600,0,like me to drive
36601,0,picard shoots him a look and presses some controls
36602,0,the scorpion lifts off hovers a few feet over the
36603,0,deck picard elegantly swings it around toward the
36604,0,large shuttlebay external doors as
36605,0,picard
36606,0,can you open the shuttlebay
36607,0,doors
36608,0,data
36609,0,working controls
36610,0,affirmative sir negative
36611,0,sir they have instigated
36612,0,security overrides and erected
36613,0,a force field around the
36614,0,external portals
36615,0,picard
36616,0,well then only one way to
36617,0,go
36618,0,he swings the scorpion around again so it is facing
36619,0,the doors they came through the doors back into the
36620,0,ship
36621,0,data is dubious
36622,0,data
36623,0,do you think this is a wise
36624,0,course of action
36625,0,picard
36626,0,were about to find out
36627,0,power up disruptors and fire
36628,0,on my mark
36629,0,data
36630,0,ready captain
36631,0,picard
36632,0,fire
36633,0,and the scorpions forward disruptors fire the
36634,0,doors into the ship explode picard powers forward
36635,0,int scimitar corridors following
36636,0,and the scorpion shoots into the corridor past the
36637,0,stunned remans picard banks sharply careens off
36638,0,the far side of the corridor but keeps control
36639,0,the scorpion zooms down the corridor
36640,0,int scorpion cockpit scimitar following
36641,0,picard is concentrating intensely it is like trying
36642,0,to control the worlds fastest roller coaster
36643,0,int scimitar corridors following
36644,0,the scorpion banks around a corner it zigs and
36645,0,zags through the ship at breakneck speed
36646,0,int scimitar observation lounge night
36647,0,the doors to the observation lounge explode in
36648,0,the scorpion shoots into the room and up
36649,0,a disruptor blast shatters the etched glass dome at
36650,0,the top of the room
36651,0,and the scorpion zooms triumphantly into space
36652,0,ext over romulus space
36653,0,
36654,0,the scorpion seems to appear from nowhere slicing
36655,0,through the cloak of invisibility around the scimitar
36656,0,int enterprise bridge following
36657,0,
36658,0,the crew sees the scorpion appear on the viewscreen
36659,0,riker
36660,0,worf lock on transporters
36661,0,int scimitar bridge following
36662,0,shinzon sees the scorpion as well
36663,0,shinzon
36664,0,tractor beam now
36665,0,ext over romulus space
36666,0,but they are too late the scorpion dematerializes
36667,0,int enterprise cargo bay following
36668,0,and materializes in one of the enterprises cargo
36669,0,bays picard and data climb out
36670,0,picard
36671,0,to comm
36672,0,number one emergency warp
36673,0,ext over romulus following
36674,0,the enterprise dramatically powers forward and up
36675,0,rolling over in a great arc going into warp while
36676,0,still upside down it disappears in a blaze of
36677,0,light fade to
36678,0,int scimitar bridge night
36679,0,
36680,0,shinzon sits in his command chair as the ship streaks
36681,0,through space he speaks on viewscreen with his
36682,0,romulan collaborators his face is even more finely
36683,0,veined now
36684,0,shinzon
36685,0,the enterprise is immaterial
36686,0,they wont make it back to
36687,0,federation space
36688,0,suran
36689,0,angry on viewscreen
36690,0,this has gone far enough
36691,0,shinzon
36692,0,i thought we discussed
36693,0,patience commander
36694,0,suran
36695,0,on viewscreen
36696,0,and mine is wearing thin
36697,0,young man we supported you
36698,0,because you promised action
36699,0,and yet you delay and you
36700,0,waste your time playing games
36701,0,with picard while
36702,0,shinzon stands and briskly pulls down his uniform
36703,0,tunic exactly as weve seen picard do a thousand
36704,0,times
36705,0,shinzon
36706,0,commander suran the games are
36707,0,over in two days the
36708,0,federation will be crippled
36709,0,beyond repair does that
36710,0,satisfy you
36711,0,suran
36712,0,grim on viewscreen
36713,0,for the moment
36714,0,shinzon
36715,0,brutal
36716,0,and when i return you and
36717,0,i shall have a little talk
36718,0,about showing proper respect
36719,0,int romulan senate chamber following
36720,0,the viewscreen picture of shinzon snaps out the
36721,0,romulan sit for a silent beat
36722,0,donatra
36723,0,does anyone in this room
36724,0,harbor any illusions about
36725,0,what he means by showing
36726,0,proper respect
36727,0,talaura
36728,0,whats happening to his face
36729,0,suran
36730,0,i want opinions he is clearly
36731,0,out of his mind
36732,0,suran
36733,0,but can he complete his
36734,0,mission
36735,0,donatra
36736,0,should he
36737,0,they look at her
36738,0,donatra
36739,0,are you prepared to have your
36740,0,hands drenched in blood
36741,0,hell show them no mercy and
36742,0,his sins will mark us all
36743,0,for generations is that what
36744,0,you truly want romulans
36745,0,a beat
36746,0,donatra
36747,0,i think you should consider
36748,0,that question now or else
36749,0,you may have a lifetime to
36750,0,think about it in the
36751,0,dilithium mines
36752,0,she turns and stalks out
36753,0,int enterprise ready room night
36754,0,beverly sits with picard and riker
36755,0,beverly
36756,0,the more i studied his dna the
36757,0,more confusing it got finally
36758,0,i could only come to one
36759,0,conclusion shinzon was
36760,0,created with temporal rna
36761,0,sequencing he was designed
36762,0,so that at a certain point his
36763,0,aging process could be
36764,0,accelerated to reach your age
36765,0,more quickly so he could
36766,0,replace you
36767,0,picard
36768,0,but the romulans abandoned the
36769,0,plan
36770,0,beverly
36771,0,as a result the temporal
36772,0,sequencing was never activated
36773,0,remember he was supposed to
36774,0,replace you at nearly your
36775,0,current age he was engineered
36776,0,to skip thirty years of life
36777,0,but since the rna sequencing
36778,0,was never activated his
36779,0,cellular structure has started
36780,0,to break down hes dying
36781,0,picard
36782,0,dying
36783,0,riker
36784,0,he wasnt designed to live a
36785,0,complete human life span
36786,0,picard
36787,0,can anything be done for him
36788,0,beverly
36789,0,not without a complete
36790,0,myelodysplastic infusion from
36791,0,the only donor with compatible
36792,0,dna but that would mean
36793,0,draining all your blood
36794,0,riker
36795,0,thats why he went to all that
36796,0,trouble to capture you
36797,0,picard
36798,0,how long does he have
36799,0,beverly
36800,0,i cant be sure but the rate
36801,0,of decay seems to be
36802,0,accelerating
36803,0,picard considers this
36804,0,picard
36805,0,then hell come for me as a
36806,0,donor
36807,0,int enterprise datas cabin night
36808,0,data stands before the b
36809,0,the b has been deactivated he stands lifeless
36810,0,and immobile data gazes deeply into his doubles
36811,0,identical features then he opens a panel in the
36812,0,bs neck and uses a small instrument to activate
36813,0,the androids head
36814,0,the bs eyes spring to life he looks at data
36815,0,b
36816,0,brother i cannot move
36817,0,data
36818,0,no i have only activated
36819,0,your cognitive and
36820,0,communication subroutines
36821,0,b
36822,0,why
36823,0,data
36824,0,because you are dangerous
36825,0,b
36826,0,why
36827,0,data
36828,0,you have been programmed to
36829,0,gather information that can
36830,0,be used against this ship
36831,0,b
36832,0,i do not understand
36833,0,data
36834,0,i know
36835,0,a beat
36836,0,data
36837,0,do you know anything about
36838,0,shinzons plans against the
36839,0,federation
36840,0,b
36841,0,no
36842,0,data
36843,0,do you have any knowledge of
36844,0,the tactical abiities of this
36845,0,ship
36846,0,b
36847,0,no can i move now
36848,0,data
36849,0,no i must deactivate you
36850,0,b
36851,0,for how long
36852,0,data
36853,0,indefinitely
36854,0,b
36855,0,how long is that
36856,0,a beat data gazes at the b deeply
36857,0,data
36858,0,a long time brother
36859,0,data reaches forward and deactivates his brother
36860,0,the bs eyes lose the spark of life he stands
36861,0,frozen data stands before him
36862,0,int enterprise observation lounge night
36863,0,picard is gathered with his senior officers
36864,0,a computer display illustrates geordis words about
36865,0,the power of shinzons weapon we see a chilling
36866,0,graphic of the biogenic pulse beam spreading around
36867,0,a ship then a whole planet
36868,0,geordi
36869,0,its called a cascading bio
36870,0,genic pulse the unique
36871,0,properties of thalaron
36872,0,radiation allow the energy
36873,0,beam to expand almost without
36874,0,limits depending on the
36875,0,radiant intensity it could
36876,0,encompass a ship or a
36877,0,planet
36878,0,picard
36879,0,thinking
36880,0,and thats exactly what hes
36881,0,going to do
36882,0,riker
36883,0,sir
36884,0,picard
36885,0,his hatred of the federation
36886,0,is apparent he would have
36887,0,built a weapon of that scope
36888,0,for one reason he is going
36889,0,after earth
36890,0,riker
36891,0,oh boy destroy humanity and
36892,0,the federation is crippled
36893,0,picard
36894,0,and the romulans invade
36895,0,deanna
36896,0,how can you be certain
36897,0,picard
36898,0,i know how he thinks
36899,0,a beat
36900,0,riker
36901,0,to geordi
36902,0,and theres no way to
36903,0,penetrate his cloak
36904,0,geordi
36905,0,no sir
36906,0,riker
36907,0,frustrated
36908,0,he could pass within meters
36909,0,of every ship in starfleet
36910,0,and theyd never know
36911,0,beverly
36912,0,but we do have one advantage
36913,0,to picard
36914,0,he needs your blood to live
36915,0,he might come after you first
36916,0,picard
36917,0,im counting on it weve
36918,0,been ordered to head to sector
36919,0,starfleet is diverting
36920,0,the fleet to meet us there
36921,0,riker
36922,0,strength in numbers
36923,0,picard
36924,0,we can only hope so
36925,0,a beat as he looks at them gravely
36926,0,picard
36927,0,he cant be allowed to use
36928,0,that weapon all other
36929,0,concerns are secondary do
36930,0,you understand me
36931,0,riker knows exactly what picard is saying the
36932,0,enterprise is expendable
36933,0,riker
36934,0,yes sir
36935,0,picard stands presses a comm button
36936,0,picard
36937,0,all hands battle stations
36938,0,int enterprise various angles
36939,0,
36940,0,we see a montage of the enterprise preparing for
