Value,Input
1,grunting
1,grunts
1,poe what the hell was she thinking
1,finn poe we got to go after her
1,poe well get the falcon fixed and get out there as fast as we can
1,finn no were going to lose her
1,poe look she left us what do you want to do swim
1,finn she  s not herself you have no idea what she  s fighting
1,poe and you do
1,finn yeah i do and so does leia
1,poe well i  m not leia
1,finn that  s for damn sure
1,grunting
1,jannah finn theres another skimmer
1,water trickling
1,metal groaning
1,panting
1,gasps
1,grunting
1,grunting
1,door opening
1,steam hissing
1,indistinct whispering
1,gasps softly
1,after rey finds the wayfinder and sees a vision of herself as a sith
1,gasps
1,sith rey don   be afraid of who you are
1,rey grunting
1,they have short duel
1,snarls
1,grunts
1,after which rey drops the wayfinder and kylo picks it up
1,indistinct whispering
1,kylo ren look at yourself you wanted to prove to my mother that you were a jedi but youve proven something else you can   go back to her now like i can  
1,referring to the wayfinder
1,rey give it to me
1,kylo ren shudders the dark side is in our nature surrender to it
1,rey give it to me
1,breathing raggedly
1,kylo ren the only way you  re getting to exegol is with me
1,kylo then destroys the wayfinder
1,rey no
1,they start dueling
1,rey grunting
1,kylo ren grunts
1,as leia senses kylo and rey dueling
1,rd chirping worriedly
1,maz leia knows what must be done r to reach her son now will take all the strength she has left
1,breathing heavily
1,muffled lightsabers clashing
1,gasps
1,finn rey rey
1,rey no
1,groans
1,grunting
1,yells
1,grunts
1,jannah no we cant follow them
1,finn i cant leave her
1,jannah we cant
1,finn rey
1,grunts
1,panting
1,rey grunting
1,rey panting
1,panting heavily
1,grunting
1,whimpers
1,as kylo get the upper hand in their duel and is about to strike rey he suddenly hears leia through the force
1,leia softly ben
1,leia exhales
1,kylo drops his lightsaber rey catches it and impales him with it
1,yells
1,leia exhales deeply
1,but then she senses leia death and stops
1,rey leia
1,breathing shakily
1,rd whines
1,rey sobs softly
1,rey sniffles
1,kylo ren gasping in pain
1,breathing heavily
1,after rey force heals kylo
1,exhales sharply
1,rey sniffles sighs
1,kylo ren breathing heavily
1,rey i did want to take your hand ben  s hand
1,she then runs off and takes kylo  s ship
1,maz goodbye dear princess
1,after leia  s death and rey leaving
1,larma dacy poe somethings happened
1,poe finn
1,finn this cant wait
1,poe weve got to see the general
1,larma shes gone
1,chewie groans
1,finn chewie
1,crying
1,chewie weeping
1,kylo hears han  s voice
1,han hey kid
1,kylo turns and sees han
1,han i miss you son
1,breath trembling
1,kylo ren your son is dead
1,han chuckles quietly no kylo ren is dead my son is alive
1,kylo ren you  re just a memory
1,han your memory come home
1,kylo ren it  s too late she  s gone
1,han your mother  s gone but what she stood for what she fought for that  s not gone
1,as kylo is having a vision memory with han
1,han sighs ben
1,kylo ren i know what i have to do but i don   know if i have the strength to do it
1,han touches kylo  s face and smiles
1,han you do
1,kylo ren dad
1,sobbing silently
1,han i know
1,kylo throws his lightsaber into the water where it sinks forever and turns to see han gone
1,palpatine into hologram the princess of alderaan has disrupted my plan but her foolish act will be in vain come to me on exegol general pryde
1,enric pryde as i served you in the old wars i serve you now
1,palpatine send a ship to a world they know let it burn the final order begins she will come her friends will follow
1,enric pryde yes my lord
1,simero quonit levels holding steady at 
1,milon lenwith captain kijimi is in range
1,chesille sabrond fire
1,poe kijimi how
1,larma dacy a blast from a star destroyer
1,sighs
1,larma dacy a ship from the new sith fleet out of the unknowns
1,beaumont the emperor sent a ship from exegol does that mean every ship in the fleet
1,poe has planetkilling weapons of course they do all of them this is how he finishes it
1,rose listen its on every frequency
1,indistinct radio chatter
1,beaumont the resistance is dead the sith flame will burn all worlds surrender or die the final order begins
1,rose leia made you acting general what now
1,sitting by leia body
1,poe sighs i got to tell you i don   really know how to do this what you did i  m not ready
1,lando neither were we
1,poe sees lando approaching
1,lando han luke leia me who  s ever ready
1,poe howd you do it defeat an empire with almost nothing
1,lando we had each other that  s how we won
1,finn hey dont touh that thats my friends
1,do sorry she is gone
1,finn yeah shes gone i dont know where
1,do i miss her
1,finn i miss her too so whats your name i got to talk to you about something
1,poe i got to talk to you about something i can   do this alone i need you in command with me
1,referring to do
1,finn this droid has thank you i appreciate that
1,poe general
1,finn general this droid has a ton of information about exegol
1,poe wait what cone face
1,do i am do
1,poe sorry do
1,finn he was going to exegol with ochi of bestoon
1,poe why was ochi going there
1,finn to bring the little girl he was supposed to take from jakku to the emperor he wanted her alive
1,after rey has exiled herself on ahchto
1,exhales sharply
1,grunting
1,panting
1,porgs chitters
1,inhales deeply
1,grunts
1,she is about to throw luke  s lightsaber into the burning wreckage of kylo  s ship suddenly luke  s hand catches it
1,gasps
1,luke a jedi  s weapon deserves more respect
1,rey master skywalker
1,luke what are you doing
1,rey continues her conversation with luke  s force spirit
1,rey i saw myself on the dark throne i won   let it happen i  m never leaving this place i  m doing what you did
1,luke i was wrong it was fear that kept me here what are you most afraid of
1,rey myself
1,luke because you  re a palpatine
1,rey looks surprised
1,luke leia knew it too
1,rey she didn   tell me
1,luke sits next to rey
1,rey she still trained me
1,luke because she saw your spirit your heart rey some things are stronger than blood confronting fear is the destiny of a jedi your destiny if you don   face palpatine it will mean the end of the jedi and the world will be lost there  s something my sister would want you to have
1,rey grunts
1,we see rey take out a lightsaber from its hiding place on the island
1,rey softly leia saber
1,luke it was the last night of her training
1,we see flashback of young luke and leia training
1,grunting
1,luke leia told me that she had sensed the death of her son at the end of her jedi path she surrendered her saber to me and said that one day it would be picked up again by someone who would finish her journey  generations live in you now but this is your fight you  ll take both sabers to exegol
1,rey i can   get there i don   have the wayfinder i destroyed ren  s ship
1,luke you have everything you need
1,indistinct whispering
1,rey  were made
1,rumbling
1,rd chirping
1,upon seeing rd
1,cpo oh hello i am cpo humancyborg relations and you are
1,rd chirps as he looks taken aback
1,cpo what
1,rd chirps
1,cpo well i am quite certain i would remember if i had a best friend
1,rd chirping a reply
1,cpo you want to put what in my head under no circumstances
1,the next shot shows r loading po  s memory back into his head
1,whirring
1,cpo in robotic voice memory restoration complete in normal voice r have you heard i am going with mistress rey on her very first mission
1,rd chirping a reply
1,cpo i already have
1,rd chirping
1,cpo picking up a signal from whom
1,finn all the information you need for an airstrike on exegol
1,poe yeah except how to get there are you seeing these atmo readings
1,finn its a mess out there magnetic crossfields
1,rose gravity wells solar winds
1,poe how does a fleet even take off from there
1,cpo to poe and finn i  m terribly sorry i  m afraid r  s memory bank must be crossed with his logic receptors he says he is receiving a transmission from master luke
